Date,Close,Company,Ticker
2025-05-30,221.3000030517578,Adidas,ADS.DE
2025-06-02,215.0,Adidas,ADS.DE
2025-01-02,159.0263671875,Airbus,AIR.DE
2025-01-03,157.37852478027344,Airbus,AIR.DE
2025-01-06,158.3314971923828,Airbus,AIR.DE
2025-01-07,157.19985961914062,Airbus,AIR.DE
2025-01-08,157.49766540527344,Airbus,AIR.DE
2025-01-09,155.4130401611328,Airbus,AIR.DE
2025-01-10,156.46527099609375,Airbus,AIR.DE
2025-01-13,154.32110595703125,Airbus,AIR.DE
2025-01-14,154.8769989013672,Airbus,AIR.DE
2025-01-15,153.28871154785156,Airbus,AIR.DE
2025-01-16,156.04835510253906,Airbus,AIR.DE
2025-01-17,156.04835510253906,Airbus,AIR.DE
2025-01-20,156.04835510253906,Airbus,AIR.DE
2025-01-21,156.04835510253906,Airbus,AIR.DE
2025-01-22,164.10887145996094,Airbus,AIR.DE
2025-01-23,165.59788513183594,Airbus,AIR.DE
2025-01-24,165.59788513183594,Airbus,AIR.DE
2025-01-27,164.6846160888672,Airbus,AIR.DE
2025-01-28,165.53831481933594,Airbus,AIR.DE
2025-01-29,165.45889282226562,Airbus,AIR.DE
2025-01-30,165.10154724121094,Airbus,AIR.DE
2025-01-31,166.1934814453125,Airbus,AIR.DE
2025-02-03,165.43905639648438,Airbus,AIR.DE
2025-02-04,164.82357788085938,Airbus,AIR.DE
2025-02-05,165.67727661132812,Airbus,AIR.DE
2025-02-06,166.6103973388672,Airbus,AIR.DE
2025-02-07,165.65744018554688,Airbus,AIR.DE
2025-02-10,165.65744018554688,Airbus,AIR.DE
2025-02-11,165.95523071289062,Airbus,AIR.DE
2025-02-12,168.65530395507812,Airbus,AIR.DE
2025-02-13,168.71487426757812,Airbus,AIR.DE
2025-02-14,167.28543090820312,Airbus,AIR.DE
2025-02-17,169.13180541992188,Airbus,AIR.DE
2025-02-18,169.13180541992188,Airbus,AIR.DE
2025-02-19,167.6229248046875,Airbus,AIR.DE
2025-02-20,163.93017578125,Airbus,AIR.DE
2025-02-21,158.7285614013672,Airbus,AIR.DE
2025-02-24,163.09634399414062,Airbus,AIR.DE
2025-02-25,162.83824157714844,Airbus,AIR.DE
2025-02-26,166.2133331298828,Airbus,AIR.DE
2025-02-27,163.93017578125,Airbus,AIR.DE
2025-02-28,164.46621704101562,Airbus,AIR.DE
2025-03-03,174.13487243652344,Airbus,AIR.DE
2025-03-04,167.46409606933594,Airbus,AIR.DE
2025-03-05,171.53407287597656,Airbus,AIR.DE
2025-03-06,171.85171508789062,Airbus,AIR.DE
2025-03-07,168.43692016601562,Airbus,AIR.DE
2025-03-10,161.9249725341797,Airbus,AIR.DE
2025-03-11,161.88526916503906,Airbus,AIR.DE
2025-03-12,162.87794494628906,Airbus,AIR.DE
2025-03-13,161.13084411621094,Airbus,AIR.DE
2025-03-14,167.9207305908203,Airbus,AIR.DE
2025-03-17,167.9207305908203,Airbus,AIR.DE
2025-03-18,170.50167846679688,Airbus,AIR.DE
2025-03-19,169.98550415039062,Airbus,AIR.DE
2025-03-20,166.09422302246094,Airbus,AIR.DE
2025-03-21,165.45889282226562,Airbus,AIR.DE
2025-03-24,165.45889282226562,Airbus,AIR.DE
2025-03-25,171.05758666992188,Airbus,AIR.DE
2025-03-26,169.27076721191406,Airbus,AIR.DE
2025-03-27,167.404541015625,Airbus,AIR.DE
2025-03-28,165.10154724121094,Airbus,AIR.DE
2025-03-31,161.62718200683594,Airbus,AIR.DE
2025-04-01,166.6898193359375,Airbus,AIR.DE
2025-04-02,161.508056640625,Airbus,AIR.DE
2025-04-03,156.9020538330078,Airbus,AIR.DE
2025-04-04,145.863525390625,Airbus,AIR.DE
2025-04-07,135.6985321044922,Airbus,AIR.DE
2025-04-08,139.1530303955078,Airbus,AIR.DE
2025-04-09,132.58154296875,Airbus,AIR.DE
2025-04-10,138.47802734375,Airbus,AIR.DE
2025-04-11,133.87200927734375,Airbus,AIR.DE
2025-04-14,138.1802215576172,Airbus,AIR.DE
2025-04-15,138.1802215576172,Airbus,AIR.DE
2025-04-16,139.45083618164062,Airbus,AIR.DE
2025-04-17,135.5,Airbus,AIR.DE
2025-04-22,133.1199951171875,Airbus,AIR.DE
2025-04-23,138.8000030517578,Airbus,AIR.DE
2025-04-24,137.32000732421875,Airbus,AIR.DE
2025-04-25,140.63999938964844,Airbus,AIR.DE
2025-04-28,144.33999633789062,Airbus,AIR.DE
2025-04-29,144.02000427246094,Airbus,AIR.DE
2025-04-30,147.10000610351562,Airbus,AIR.DE
2025-05-02,154.94000244140625,Airbus,AIR.DE
2025-05-05,158.33999633789062,Airbus,AIR.DE
2025-05-06,156.6199951171875,Airbus,AIR.DE
2025-05-07,154.55999755859375,Airbus,AIR.DE
2025-05-08,158.39999389648438,Airbus,AIR.DE
2025-05-09,158.47999572753906,Airbus,AIR.DE
2025-05-12,158.77999877929688,Airbus,AIR.DE
2025-05-13,161.1199951171875,Airbus,AIR.DE
2025-05-14,161.1199951171875,Airbus,AIR.DE
2025-05-15,159.25999450683594,Airbus,AIR.DE
2025-05-16,160.17999267578125,Airbus,AIR.DE
2025-05-19,161.8800048828125,Airbus,AIR.DE
2025-05-20,161.83999633789062,Airbus,AIR.DE
2025-05-21,162.0399932861328,Airbus,AIR.DE
2025-05-22,161.24000549316406,Airbus,AIR.DE
2025-05-23,157.24000549316406,Airbus,AIR.DE
2025-05-26,160.1999969482422,Airbus,AIR.DE
2025-05-27,162.1999969482422,Airbus,AIR.DE
2025-05-28,162.39999389648438,Airbus,AIR.DE
2025-05-29,162.66000366210938,Airbus,AIR.DE
2025-05-30,163.3000030517578,Airbus,AIR.DE
2025-06-02,161.44000244140625,Airbus,AIR.DE
2025-01-02,296.79998779296875,Allianz,ALV.DE
2025-01-03,296.8999938964844,Allianz,ALV.DE
2025-01-06,299.0,Allianz,ALV.DE
2025-01-07,300.29998779296875,Allianz,ALV.DE
2025-01-08,301.6000061035156,Allianz,ALV.DE
2025-01-09,300.5,Allianz,ALV.DE
2025-01-10,296.0,Allianz,ALV.DE
2025-01-13,293.8999938964844,Allianz,ALV.DE
2025-01-14,295.6000061035156,Allianz,ALV.DE
2025-01-15,301.29998779296875,Allianz,ALV.DE
2025-01-16,303.6000061035156,Allianz,ALV.DE
2025-01-17,305.79998779296875,Allianz,ALV.DE
2025-01-20,306.1000061035156,Allianz,ALV.DE
2025-01-21,306.1000061035156,Allianz,ALV.DE
2025-01-22,306.5,Allianz,ALV.DE
2025-01-23,310.79998779296875,Allianz,ALV.DE
2025-01-24,310.79998779296875,Allianz,ALV.DE
2025-01-27,313.0,Allianz,ALV.DE
2025-01-28,315.0,Allianz,ALV.DE
2025-01-29,314.20001220703125,Allianz,ALV.DE
2025-01-30,315.6000061035156,Allianz,ALV.DE
2025-01-31,314.3999938964844,Allianz,ALV.DE
2025-02-03,311.8999938964844,Allianz,ALV.DE
2025-02-04,312.8999938964844,Allianz,ALV.DE
2025-02-05,313.1000061035156,Allianz,ALV.DE
2025-02-06,316.8999938964844,Allianz,ALV.DE
2025-02-07,318.3999938964844,Allianz,ALV.DE
2025-02-10,318.3999938964844,Allianz,ALV.DE
2025-02-11,320.20001220703125,Allianz,ALV.DE
2025-02-12,323.1000061035156,Allianz,ALV.DE
2025-02-13,330.29998779296875,Allianz,ALV.DE
2025-02-14,322.20001220703125,Allianz,ALV.DE
2025-02-17,327.3999938964844,Allianz,ALV.DE
2025-02-18,328.8999938964844,Allianz,ALV.DE
2025-02-19,320.0,Allianz,ALV.DE
2025-02-20,319.5,Allianz,ALV.DE
2025-02-21,320.20001220703125,Allianz,ALV.DE
2025-02-24,323.1000061035156,Allianz,ALV.DE
2025-02-25,326.0,Allianz,ALV.DE
2025-02-26,334.70001220703125,Allianz,ALV.DE
2025-02-27,333.29998779296875,Allianz,ALV.DE
2025-02-28,330.29998779296875,Allianz,ALV.DE
2025-03-03,340.29998779296875,Allianz,ALV.DE
2025-03-04,334.3999938964844,Allianz,ALV.DE
2025-03-05,342.29998779296875,Allianz,ALV.DE
2025-03-06,345.79998779296875,Allianz,ALV.DE
2025-03-07,343.20001220703125,Allianz,ALV.DE
2025-03-10,342.29998779296875,Allianz,ALV.DE
2025-03-11,337.79998779296875,Allianz,ALV.DE
2025-03-12,346.70001220703125,Allianz,ALV.DE
2025-03-13,348.3999938964844,Allianz,ALV.DE
2025-03-14,351.6000061035156,Allianz,ALV.DE
2025-03-17,351.6000061035156,Allianz,ALV.DE
2025-03-18,358.29998779296875,Allianz,ALV.DE
2025-03-19,355.5,Allianz,ALV.DE
2025-03-20,353.70001220703125,Allianz,ALV.DE
2025-03-21,351.3999938964844,Allianz,ALV.DE
2025-03-24,351.3999938964844,Allianz,ALV.DE
2025-03-25,356.20001220703125,Allianz,ALV.DE
2025-03-26,355.20001220703125,Allianz,ALV.DE
2025-03-27,357.29998779296875,Allianz,ALV.DE
2025-03-28,355.29998779296875,Allianz,ALV.DE
2025-03-31,352.1000061035156,Allianz,ALV.DE
2025-04-01,357.0,Allianz,ALV.DE
2025-04-02,357.29998779296875,Allianz,ALV.DE
2025-04-03,353.79998779296875,Allianz,ALV.DE
2025-04-04,332.3999938964844,Allianz,ALV.DE
2025-04-07,316.0,Allianz,ALV.DE
2025-04-08,325.1000061035156,Allianz,ALV.DE
2025-04-09,315.20001220703125,Allianz,ALV.DE
2025-04-10,329.0,Allianz,ALV.DE
2025-04-11,328.0,Allianz,ALV.DE
2025-04-14,337.70001220703125,Allianz,ALV.DE
2025-04-15,343.0,Allianz,ALV.DE
2025-04-16,347.29998779296875,Allianz,ALV.DE
2025-04-17,348.20001220703125,Allianz,ALV.DE
2025-04-22,354.70001220703125,Allianz,ALV.DE
2025-04-23,357.1000061035156,Allianz,ALV.DE
2025-04-24,356.5,Allianz,ALV.DE
2025-04-25,359.1000061035156,Allianz,ALV.DE
2025-04-28,361.2000122070313,Allianz,ALV.DE
2025-04-29,361.7000122070313,Allianz,ALV.DE
2025-04-30,364.1000061035156,Allianz,ALV.DE
2025-05-02,370.0,Allianz,ALV.DE
2025-05-05,375.1000061035156,Allianz,ALV.DE
2025-05-06,377.6000061035156,Allianz,ALV.DE
2025-05-07,371.7000122070313,Allianz,ALV.DE
2025-05-08,372.3999938964844,Allianz,ALV.DE
2025-05-09,362.3999938964844,Allianz,ALV.DE
2025-05-12,351.70001220703125,Allianz,ALV.DE
2025-05-13,350.8999938964844,Allianz,ALV.DE
2025-05-14,350.8999938964844,Allianz,ALV.DE
2025-05-15,348.20001220703125,Allianz,ALV.DE
2025-05-16,351.20001220703125,Allianz,ALV.DE
2025-05-19,351.6000061035156,Allianz,ALV.DE
2025-05-20,347.79998779296875,Allianz,ALV.DE
2025-05-21,351.5,Allianz,ALV.DE
2025-05-22,350.8999938964844,Allianz,ALV.DE
2025-05-23,347.0,Allianz,ALV.DE
2025-05-26,352.29998779296875,Allianz,ALV.DE
2025-05-27,352.3999938964844,Allianz,ALV.DE
2025-05-28,348.20001220703125,Allianz,ALV.DE
2025-05-29,347.70001220703125,Allianz,ALV.DE
2025-05-30,349.0,Allianz,ALV.DE
2025-06-02,347.8999938964844,Allianz,ALV.DE
2025-01-02,40.440731048583984,BASF,BAS.DE
2025-01-03,39.42496490478516,BASF,BAS.DE
2025-01-06,40.12271118164063,BASF,BAS.DE
2025-01-07,40.29358673095703,BASF,BAS.DE
2025-01-08,39.83316802978516,BASF,BAS.DE
2025-01-09,39.78570556640625,BASF,BAS.DE
2025-01-10,39.42021942138672,BASF,BAS.DE
2025-01-13,39.70976257324219,BASF,BAS.DE
2025-01-14,40.350547790527344,BASF,BAS.DE
2025-01-15,42.03083038330078,BASF,BAS.DE
2025-01-16,41.90267181396485,BASF,BAS.DE
2025-01-17,42.18746566772461,BASF,BAS.DE
2025-01-20,43.179500579833984,BASF,BAS.DE
2025-01-21,43.179500579833984,BASF,BAS.DE
2025-01-22,42.98488998413086,BASF,BAS.DE
2025-01-23,43.38834762573242,BASF,BAS.DE
2025-01-24,43.38834762573242,BASF,BAS.DE
2025-01-27,44.52752304077149,BASF,BAS.DE
2025-01-28,44.82655715942383,BASF,BAS.DE
2025-01-29,44.47056579589844,BASF,BAS.DE
2025-01-30,44.85978317260742,BASF,BAS.DE
2025-01-31,44.24747467041016,BASF,BAS.DE
2025-02-03,42.562442779541016,BASF,BAS.DE
2025-02-04,42.84249496459961,BASF,BAS.DE
2025-02-05,42.79977416992188,BASF,BAS.DE
2025-02-06,45.89927673339844,BASF,BAS.DE
2025-02-07,45.1113510131836,BASF,BAS.DE
2025-02-10,45.1113510131836,BASF,BAS.DE
2025-02-11,44.579734802246094,BASF,BAS.DE
2025-02-12,45.842323303222656,BASF,BAS.DE
2025-02-13,48.272560119628906,BASF,BAS.DE
2025-02-14,48.339012145996094,BASF,BAS.DE
2025-02-17,48.29154586791992,BASF,BAS.DE
2025-02-18,47.71246719360352,BASF,BAS.DE
2025-02-19,45.65245819091797,BASF,BAS.DE
2025-02-20,45.5195541381836,BASF,BAS.DE
2025-02-21,46.4308967590332,BASF,BAS.DE
2025-02-24,46.516334533691406,BASF,BAS.DE
2025-02-25,46.27900695800781,BASF,BAS.DE
2025-02-26,47.18560028076172,BASF,BAS.DE
2025-02-27,46.293243408203125,BASF,BAS.DE
2025-02-28,46.7156867980957,BASF,BAS.DE
2025-03-03,47.47513961791992,BASF,BAS.DE
2025-03-04,46.01319885253906,BASF,BAS.DE
2025-03-05,50.94013214111328,BASF,BAS.DE
2025-03-06,51.78501892089844,BASF,BAS.DE
2025-03-07,50.911651611328125,BASF,BAS.DE
2025-03-10,50.24713516235352,BASF,BAS.DE
2025-03-11,48.23459243774414,BASF,BAS.DE
2025-03-12,48.4244499206543,BASF,BAS.DE
2025-03-13,48.82316589355469,BASF,BAS.DE
2025-03-14,49.90538024902344,BASF,BAS.DE
2025-03-17,49.90538024902344,BASF,BAS.DE
2025-03-18,50.46547317504883,BASF,BAS.DE
2025-03-19,49.53514862060547,BASF,BAS.DE
2025-03-20,48.14915084838867,BASF,BAS.DE
2025-03-21,47.94030380249024,BASF,BAS.DE
2025-03-24,47.94030380249024,BASF,BAS.DE
2025-03-25,47.71246719360352,BASF,BAS.DE
2025-03-26,47.18085479736328,BASF,BAS.DE
2025-03-27,45.54328536987305,BASF,BAS.DE
2025-03-28,45.035404205322266,BASF,BAS.DE
2025-03-31,43.56871795654297,BASF,BAS.DE
2025-04-01,44.28070068359375,BASF,BAS.DE
2025-04-02,43.79655075073242,BASF,BAS.DE
2025-04-03,41.17644882202149,BASF,BAS.DE
2025-04-04,39.4012336730957,BASF,BAS.DE
2025-04-07,38.627540588378906,BASF,BAS.DE
2025-04-08,38.8174057006836,BASF,BAS.DE
2025-04-09,37.70671081542969,BASF,BAS.DE
2025-04-10,38.8174057006836,BASF,BAS.DE
2025-04-11,38.67501068115234,BASF,BAS.DE
2025-04-14,39.88063430786133,BASF,BAS.DE
2025-04-15,39.82367706298828,BASF,BAS.DE
2025-04-16,39.87114334106445,BASF,BAS.DE
2025-04-17,39.82367706298828,BASF,BAS.DE
2025-04-22,40.9533576965332,BASF,BAS.DE
2025-04-23,41.950138092041016,BASF,BAS.DE
2025-04-24,42.28239822387695,BASF,BAS.DE
2025-04-25,42.64313507080078,BASF,BAS.DE
2025-04-28,43.17475128173828,BASF,BAS.DE
2025-04-29,42.94691848754883,BASF,BAS.DE
2025-04-30,42.36783599853516,BASF,BAS.DE
2025-05-02,42.13999938964844,BASF,BAS.DE
2025-05-05,42.47999954223633,BASF,BAS.DE
2025-05-06,42.380001068115234,BASF,BAS.DE
2025-05-07,42.2400016784668,BASF,BAS.DE
2025-05-08,42.86000061035156,BASF,BAS.DE
2025-05-09,43.25,BASF,BAS.DE
2025-05-12,44.630001068115234,BASF,BAS.DE
2025-05-13,45.290000915527344,BASF,BAS.DE
2025-05-14,45.290000915527344,BASF,BAS.DE
2025-05-15,44.400001525878906,BASF,BAS.DE
2025-05-16,43.400001525878906,BASF,BAS.DE
2025-05-19,43.619998931884766,BASF,BAS.DE
2025-05-20,43.36000061035156,BASF,BAS.DE
2025-05-21,42.93999862670898,BASF,BAS.DE
2025-05-22,42.41999816894531,BASF,BAS.DE
2025-05-23,41.40999984741211,BASF,BAS.DE
2025-05-26,42.36000061035156,BASF,BAS.DE
2025-05-27,42.869998931884766,BASF,BAS.DE
2025-05-28,42.52000045776367,BASF,BAS.DE
2025-05-29,42.619998931884766,BASF,BAS.DE
2025-05-30,42.93000030517578,BASF,BAS.DE
2025-06-02,41.95000076293945,BASF,BAS.DE
2025-01-02,74.10107421875,BMW,BMW.DE
2025-01-03,72.50708770751953,BMW,BMW.DE
2025-01-06,75.71402740478516,BMW,BMW.DE
2025-01-07,74.82215881347656,BMW,BMW.DE
2025-01-08,72.8296890258789,BMW,BMW.DE
2025-01-09,71.6531753540039,BMW,BMW.DE
2025-01-10,72.4691390991211,BMW,BMW.DE
2025-01-13,72.31733703613281,BMW,BMW.DE
2025-01-14,72.0896224975586,BMW,BMW.DE
2025-01-15,73.09534454345703,BMW,BMW.DE
2025-01-16,72.33631134033203,BMW,BMW.DE
2025-01-17,73.15227508544922,BMW,BMW.DE
2025-01-20,75.2016830444336,BMW,BMW.DE
2025-01-21,75.2016830444336,BMW,BMW.DE
2025-01-22,74.21492767333984,BMW,BMW.DE
2025-01-23,73.41793823242188,BMW,BMW.DE
2025-01-24,73.41793823242188,BMW,BMW.DE
2025-01-27,76.89054107666016,BMW,BMW.DE
2025-01-28,74.7652359008789,BMW,BMW.DE
2025-01-29,75.23963165283203,BMW,BMW.DE
2025-01-30,75.78993225097656,BMW,BMW.DE
2025-01-31,74.57546997070312,BMW,BMW.DE
2025-02-03,72.79173278808594,BMW,BMW.DE
2025-02-04,73.2092056274414,BMW,BMW.DE
2025-02-05,72.41221618652344,BMW,BMW.DE
2025-02-06,73.6456527709961,BMW,BMW.DE
2025-02-07,72.4691390991211,BMW,BMW.DE
2025-02-10,72.4691390991211,BMW,BMW.DE
2025-02-11,72.31733703613281,BMW,BMW.DE
2025-02-12,72.33631134033203,BMW,BMW.DE
2025-02-13,76.71975708007812,BMW,BMW.DE
2025-02-14,78.71222686767578,BMW,BMW.DE
2025-02-17,79.7748794555664,BMW,BMW.DE
2025-02-18,80.00259399414062,BMW,BMW.DE
2025-02-19,78.18090057373047,BMW,BMW.DE
2025-02-20,78.2757797241211,BMW,BMW.DE
2025-02-21,78.3516845703125,BMW,BMW.DE
2025-02-24,79.1107177734375,BMW,BMW.DE
2025-02-25,81.29295349121094,BMW,BMW.DE
2025-02-26,82.46946716308594,BMW,BMW.DE
2025-02-27,79.33843994140625,BMW,BMW.DE
2025-02-28,79.60409545898438,BMW,BMW.DE
2025-03-03,80.57186889648438,BMW,BMW.DE
2025-03-04,75.827880859375,BMW,BMW.DE
2025-03-05,79.09174346923828,BMW,BMW.DE
2025-03-06,82.52639770507812,BMW,BMW.DE
2025-03-07,79.33843994140625,BMW,BMW.DE
2025-03-10,81.27398681640625,BMW,BMW.DE
2025-03-11,80.00259399414062,BMW,BMW.DE
2025-03-12,79.96463775634766,BMW,BMW.DE
2025-03-13,78.10499572753906,BMW,BMW.DE
2025-03-14,77.8962631225586,BMW,BMW.DE
2025-03-17,77.8962631225586,BMW,BMW.DE
2025-03-18,80.32518768310547,BMW,BMW.DE
2025-03-19,78.54144287109375,BMW,BMW.DE
2025-03-20,75.77095794677734,BMW,BMW.DE
2025-03-21,75.10680389404297,BMW,BMW.DE
2025-03-24,75.10680389404297,BMW,BMW.DE
2025-03-25,76.77667999267578,BMW,BMW.DE
2025-03-26,75.22064971923828,BMW,BMW.DE
2025-03-27,73.30408477783203,BMW,BMW.DE
2025-03-28,72.05167388916016,BMW,BMW.DE
2025-03-31,69.90738677978516,BMW,BMW.DE
2025-04-01,70.3058853149414,BMW,BMW.DE
2025-04-02,69.96431732177734,BMW,BMW.DE
2025-04-03,67.47846984863281,BMW,BMW.DE
2025-04-04,64.51821899414062,BMW,BMW.DE
2025-04-07,63.64532852172852,BMW,BMW.DE
2025-04-08,62.31700897216797,BMW,BMW.DE
2025-04-09,60.267608642578125,BMW,BMW.DE
2025-04-10,61.76670455932617,BMW,BMW.DE
2025-04-11,62.96219253540039,BMW,BMW.DE
2025-04-14,65.1444320678711,BMW,BMW.DE
2025-04-15,66.54864501953125,BMW,BMW.DE
2025-04-16,66.89021301269531,BMW,BMW.DE
2025-04-17,66.66250610351562,BMW,BMW.DE
2025-04-22,71.77999877929688,BMW,BMW.DE
2025-04-23,73.63999938964844,BMW,BMW.DE
2025-04-24,74.80000305175781,BMW,BMW.DE
2025-04-25,76.31999969482422,BMW,BMW.DE
2025-04-28,76.33999633789062,BMW,BMW.DE
2025-04-29,76.5199966430664,BMW,BMW.DE
2025-04-30,74.30000305175781,BMW,BMW.DE
2025-05-02,74.81999969482422,BMW,BMW.DE
2025-05-05,75.0199966430664,BMW,BMW.DE
2025-05-06,74.86000061035156,BMW,BMW.DE
2025-05-07,76.0999984741211,BMW,BMW.DE
2025-05-08,78.23999786376953,BMW,BMW.DE
2025-05-09,79.68000030517578,BMW,BMW.DE
2025-05-12,81.5199966430664,BMW,BMW.DE
2025-05-13,83.9800033569336,BMW,BMW.DE
2025-05-14,83.9800033569336,BMW,BMW.DE
2025-05-15,77.58000183105469,BMW,BMW.DE
2025-05-16,76.91999816894531,BMW,BMW.DE
2025-05-19,77.55999755859375,BMW,BMW.DE
2025-05-20,79.30000305175781,BMW,BMW.DE
2025-05-21,79.0199966430664,BMW,BMW.DE
2025-05-22,78.16000366210938,BMW,BMW.DE
2025-05-23,75.26000213623047,BMW,BMW.DE
2025-05-26,76.80000305175781,BMW,BMW.DE
2025-05-27,76.44000244140625,BMW,BMW.DE
2025-05-28,79.73999786376953,BMW,BMW.DE
2025-05-29,78.4800033569336,BMW,BMW.DE
2025-05-30,78.83999633789062,BMW,BMW.DE
2025-06-02,76.63999938964844,BMW,BMW.DE
2025-01-02,19.29523468017578,Bayer,BAYN.DE
2025-01-03,18.89913749694824,Bayer,BAYN.DE
2025-01-06,19.62564468383789,Bayer,BAYN.DE
2025-01-07,19.691329956054688,Bayer,BAYN.DE
