date,avg_sentiment,Close,sentiment_7d,sentiment_change,sentiment_lag1,sentiment_lag3,stock_price_return,return_7d,volatility_7d,sentiment_zscore,alert,alert_combined,weekday,month
2025-01-20,0.49046,34.77497100830078,,,,,,,,,False,False,Monday,1
2025-01-21,0.7865500000000001,34.77497100830078,,0.2960900000000001,0.49046,,0.0,,,,False,False,Tuesday,1
2025-01-23,0.4939,35.94716262817383,,-0.2926500000000001,0.7865500000000001,,0.03370791077275803,,,,False,False,Thursday,1
2025-01-28,0.3612,36.26951599121094,,-0.13269999999999998,0.4939,0.49046,0.008967421611864923,,,,False,False,Tuesday,1
2025-02-10,0.0,36.318355560302734,,-0.3612,0.3612,0.7865500000000001,0.0013465735000057766,,,,True,False,Monday,2
2025-02-24,0.5994,35.69318771362305,,0.5994,0.0,0.4939,-0.017213550477021555,,,,False,False,Monday,2
2025-02-25,0.5758625,35.71272659301758,0.47248178571428573,-0.02353749999999999,0.5994,0.3612,0.0005474120034136831,,0.6397209013064309,,False,False,Tuesday,2
2025-02-26,0.31525,35.71272659301758,0.44745178571428573,-0.2606125000000001,0.5758625,0.0,0.0,0.026966394436186647,0.5137973969627349,,False,False,Wednesday,2
2025-02-27,0.4588,37.33425521850586,0.4006303571428571,0.14355,0.31525,0.5994,0.04540478367746137,0.07359558141958411,0.5883273239200715,,False,False,Thursday,2
2025-03-03,0.3818,38.32084655761719,0.3846160714285714,-0.07700000000000001,0.4588,0.5758625,0.026425901182094425,0.0660325810411242,0.9987818108198931,,False,False,Monday,3
2025-03-04,0.123475,38.496673583984375,0.35065535714285717,-0.25832499999999997,0.3818,0.31525,0.004588286589723989,0.061405770987215114,1.244884724063947,,False,False,Tuesday,3
2025-03-05,0.296,39.61025619506836,0.39294107142857143,0.17252499999999998,0.123475,0.4588,0.028926722945414873,0.09064013455399378,1.60345771416059,,False,False,Wednesday,3
2025-03-06,0.4939,39.70793914794922,0.3778696428571428,0.19790000000000002,0.296,0.3818,0.0024661025265728664,0.11247948674513752,1.6629173841684808,,False,False,Thursday,3
2025-03-13,0.7506,38.03756713867188,0.4028321428571428,0.25670000000000004,0.4939,0.123475,-0.04206644930762182,0.06509837717372302,1.3737500133977003,,False,False,Thursday,3
2025-03-20,0.4939,38.6431999206543,0.42835357142857144,-0.25670000000000004,0.7506,0.296,0.01592196419330616,0.08205683539743158,0.842289524178959,,False,False,Thursday,3
2025-03-27,0.6582,39.073001861572266,0.4568392857142857,0.1643,0.4939,0.4939,0.01112231755652937,0.04657242076720314,0.6417310028818194,,False,False,Thursday,3
2025-03-28,0.4939,39.082767486572266,0.47285357142857143,-0.1643,0.6582,0.7506,0.00024993280615093205,0.01988267476840555,0.6021255725897364,,False,False,Friday,3
2025-04-01,0.4939,38.5650520324707,0.5257714285714286,0.0,0.4939,0.4939,-0.013246642635515338,0.0017762170629405105,0.5940420760976736,,False,False,Tuesday,4
2025-04-02,0.8126,38.584590911865234,0.5995714285714285,0.3187,0.4939,0.6582,0.0005066472976122949,-0.025893932070321313,0.5299476781707191,,False,False,Wednesday,4
2025-04-07,0.15415,35.282920837402344,0.5510357142857143,-0.65845,0.8126,0.4939,-0.08556965349210388,-0.11143913296682417,1.3261659941100492,,True,True,Monday,4
2025-04-08,0.8519,36.26951599121094,0.5655071428571429,0.69775,0.15415,0.4939,0.027962400231976714,-0.046481709542969374,1.5132737358211779,,False,False,Tuesday,4
2025-04-09,0.4939,34.35493469238281,0.5655071428571429,-0.358,0.8519,0.8126,-0.052787616446055674,-0.1109707590747282,1.9737622325950448,,True,True,Wednesday,4
2025-04-16,0.4215,38.584590911865234,0.5316928571428571,-0.07240000000000002,0.4939,0.15415,0.12311640983617478,-0.012499959727623966,1.9088706499459056,,False,False,Wednesday,4
2025-04-17,0.8074,38.1059455871582,0.5764785714285715,0.3859,0.4215,0.8519,-0.012405090047484246,-0.02499367271649,1.7838565541629625,,False,False,Thursday,4
2025-04-25,0.7506,38.92647552490234,0.61315,-0.05679999999999996,0.8074,0.4939,0.021532858589412784,0.009371788014892912,1.8375223052052017,,False,False,Friday,4
2025-04-28,0.2263,39.69816970825195,0.5293928571428571,-0.5243,0.7506,0.4215,0.019824404160503573,0.02886071278895641,2.020648921155856,,True,False,Monday,4
2025-05-02,0.8779,41.23178482055664,0.6327857142857143,0.6516,0.2263,0.8074,0.03863188463285505,0.16860463481946453,2.2592250217769614,,False,False,Friday,5
2025-05-05,0.0,41.59321212768555,0.5110857142857144,-0.8779,0.8779,0.7506,0.008765744890788962,0.14678155996800957,2.4052225587749723,,True,False,Monday,5
2025-05-06,0.5983999999999999,41.63228225708008,0.5260142857142858,0.5983999999999999,0.0,0.2263,0.0009393390747169938,0.2118283044301872,1.5026060214777637,,False,False,Tuesday,5
2025-05-07,0.6106666666666666,42.19884490966797,0.5530380952380952,0.012266666666666648,0.5983999999999999,0.8779,0.013608733940872142,0.093670916611722,1.5677655639306223,0.4771672756944976,False,False,Wednesday,5
2025-05-08,0.7096,41.886260986328125,0.5390666666666667,0.09893333333333343,0.6106666666666666,0.0,-0.007407404728943856,0.09920539540275564,1.2259943994150855,0.846599347239501,False,False,Thursday,5
2025-05-12,0.1932333333333333,41.90579605102539,0.4594428571428571,-0.5163666666666666,0.7096,0.5983999999999999,0.00046638358825212833,0.0765371250787168,0.8295685881961453,-1.1874859690547956,True,False,Monday,5
2025-05-13,0.4215,41.3294677734375,0.4873285714285714,0.22826666666666667,0.1932333333333333,0.6106666666666666,-0.013752949040417684,0.041092525856335715,0.3406517773193134,-0.24278918244099057,False,False,Tuesday,5
2025-05-14,0.0,41.3294677734375,0.36191428571428563,-0.4215,0.4215,0.7096,0.0,0.002369117740257387,0.3205157528328138,-1.8097499970957156,True,False,Wednesday,5
2025-05-15,0.31245,41.53460311889648,0.4065499999999999,0.31245,0.0,0.1932333333333333,0.004963416092931494,-0.001409100326494328,0.3244047807407403,-0.6794294859738051,False,False,Thursday,5
