company_name,date,avg_sentiment
Heidelberg Materials,2025-04-28,0.22797499999999998
Heidelberg Materials,2025-05-05,0.26672727272727276
Heidelberg Materials,2025-05-12,-0.014762499999999998
Heidelberg Materials,2025-05-19,0.146475
Heidelberg Materials,2025-05-26,0.3294333333333333
Hellofresh,2024-12-30,0.6705
Hellofresh,2025-01-06,0.20095
Hellofresh,2025-01-13,0.31845
Hellofresh,2025-01-20,0.8271
Hellofresh,2025-01-27,-0.0086
Hellofresh,2025-02-03,0.2263
Hellofresh,2025-02-10,0.0073999999999999995
Hellofresh,2025-02-17,0.502075
Hellofresh,2025-02-24,0.6369
Hellofresh,2025-03-10,0.2123
Hellofresh,2025-03-17,0.0686888888888889
Hellofresh,2025-03-24,0.042850000000000055
Hellofresh,2025-03-31,0.159225
Hellofresh,2025-04-07,0.09505714285714285
Hellofresh,2025-04-14,0.01345384615384615
Hellofresh,2025-04-21,0.12789999999999999
Hellofresh,2025-04-28,0.0346
Hellofresh,2025-05-05,0.12726666666666667
Hellofresh,2025-05-12,0.038275
Hellofresh,2025-05-19,0.34836666666666666
Hellofresh,2025-05-26,0.49688
Henkel,2025-01-06,0.05295
Henkel,2025-01-13,0.0
Henkel,2025-01-20,0.7001999999999999
Henkel,2025-01-27,0.11064999999999998
Henkel,2025-02-03,0.0
Henkel,2025-02-17,0.0
Henkel,2025-03-03,0.0
Henkel,2025-03-10,-0.021270000000000004
Henkel,2025-03-17,0.32266
Henkel,2025-03-24,0.026954545454545453
Henkel,2025-03-31,0.21906666666666666
Henkel,2025-04-07,-0.04246000000000001
Henkel,2025-04-14,0.21075
Henkel,2025-04-21,0.0
Henkel,2025-04-28,-0.021125000000000005
Henkel,2025-05-05,-0.014689999999999998
Henkel,2025-05-12,0.19476666666666664
Henkel,2025-05-19,0.07515263157894736
Henkel,2025-05-26,0.2064166666666667
Infineon,2025-02-17,0.4019
Infineon,2025-03-03,0.0
Infineon,2025-04-07,0.0
Infineon,2025-04-14,0.0
Infineon,2025-04-21,0.3715
Infineon,2025-05-05,0.199175
Infineon,2025-05-12,0.06732
Infineon,2025-05-19,0.1330655172413793
Infineon,2025-05-26,0.2973071428571429
MTU Aero Engines,2023-06-12,0.4939
MTU Aero Engines,2024-12-30,0.0
MTU Aero Engines,2025-01-06,0.0
MTU Aero Engines,2025-01-20,0.0
MTU Aero Engines,2025-01-27,0.24225
MTU Aero Engines,2025-02-03,0.0
MTU Aero Engines,2025-02-17,-0.03068000000000002
MTU Aero Engines,2025-02-24,0.2419
MTU Aero Engines,2025-03-10,0.0
MTU Aero Engines,2025-03-17,0.12438
MTU Aero Engines,2025-03-24,-0.07224
MTU Aero Engines,2025-03-31,0.1527666666666667
MTU Aero Engines,2025-04-07,0.11378333333333333
MTU Aero Engines,2025-04-14,0.2231
MTU Aero Engines,2025-04-28,0.028733333333333326
MTU Aero Engines,2025-05-05,0.32328333333333337
MTU Aero Engines,2025-05-12,0.3818
MTU Aero Engines,2025-05-19,0.08895
MTU Aero Engines,2025-05-26,0.0
Mercedes-Benz,2025-04-21,0.4215
Mercedes-Benz,2025-04-28,0.09545
Mercedes-Benz,2025-05-05,0.19179999999999997
Mercedes-Benz,2025-05-12,0.08829999999999999
Mercedes-Benz,2025-05-19,0.04422500000000001
Mercedes-Benz,2025-05-26,0.09619137931034484
Merck,2025-04-21,0.0
Merck,2025-04-28,0.3373
Merck,2025-05-05,0.0
